Date,AAPL,MSFT,NVDA,JPM,GS,JNJ,PFE,KO,PG,WMT,XOM,CAT
2023-09-28,168.5574493408203,307.0390930175781,43.05888748168945,138.78616333007812,307.0085144042969,144.7703399658203,26.922927856445312,51.83204650878906,136.23703002929688,52.62580108642578,108.95862579345703,265.3307800292969
2023-09-29,169.07098388671875,309.10467529296875,43.46860122680664,136.36949157714844,305.46966552734375,143.72756958007812,27.829023361206055,51.989933013916016,135.79017639160156,51.780757904052734,107.23492431640625,262.21875
2023-10-02,171.57925415039062,315.0273132324219,44.75071334838867,135.1940460205078,300.6833190917969,143.1738739013672,28.475040435791016,51.52556610107422,135.16647338867188,51.83579635620117,105.45648956298828,260.9893493652344
2023-10-03,170.24607849121094,306.79437255859375,43.48659133911133,134.19728088378906,288.9958801269531,143.3491973876953,28.441486358642578,50.96833038330078,135.4457550048828,51.5087890625,105.6388931274414,258.34796142578125
2023-10-04,171.49034118652344,312.24713134765625,44.010223388671875,134.799072265625,291.3371276855469,143.51531982421875,27.946483612060547,51.11693572998047,135.892578125,52.12718963623047,101.68986511230469,254.5635223388672
2023-10-05,172.72471618652344,312.6386413574219,44.65677261352539,135.3674774169922,293.1307373046875,145.01026916503906,28.08072280883789,48.64652633666992,133.8724365234375,51.50554656982422,99.40069580078125,250.50062561035156
2023-10-06,175.27249145507812,320.3724670410156,45.730018615722656,137.4515380859375,295.00006103515625,145.47169494628906,27.795467376708984,49.352352142333984,134.14236450195312,50.641075134277344,97.74083709716797,255.53366088867188
2023-10-09,176.75375366210938,322.8785705566406,45.241371154785156,137.13890075683594,295.1228332519531,146.30218505859375,27.854198455810547,49.11088943481445,133.4627685546875,50.4565315246582,101.16089630126953,260.5859375
2023-10-10,176.16123962402344,321.4786376953125,45.765995025634766,137.97251892089844,297.1619567871094,146.13612365722656,27.829023361206055,50.17892074584961,134.78475952148438,51.026363372802734,100.73223876953125,262.4204406738281
2023-10-11,177.55361938476562,325.423828125,46.773292541503906,138.44615173339844,295.50982666015625,144.1243438720703,27.7786865234375,49.88172912597656,133.1276397705078,51.2303466796875,97.12065887451172,262.0555114746094
2023-10-12,178.4522705078125,324.19036865234375,46.91218948364258,138.1240997314453,292.5171813964844,144.26278686523438,27.619279861450195,49.045875549316406,133.42555236816406,51.46345901489258,97.10243225097656,258.962646484375
2023-10-13,176.61550903320312,320.8324890136719,45.42922592163086,140.19862365722656,291.9979248046875,144.74267578125,26.9397029876709,49.12017059326172,134.70098876953125,51.748382568359375,100.20328521728516,257.3586730957031
2023-10-16,176.48712158203125,325.6392822265625,46.06279373168945,140.0565643310547,296.8032531738281,145.37014770507812,27.91292381286621,49.62168502807617,135.9856719970703,52.1951789855957,100.27623748779297,260.0960693359375
2023-10-17,174.93673706054688,325.0713806152344,43.90729522705078,139.75343322753906,292.0545349121094,144.04129028320312,27.47665023803711,50.216064453125,136.16256713867188,52.26317596435547,101.58953094482422,261.8825988769531
2023-10-18,173.6431121826172,323.1623840332031,42.1665153503418,138.2187957763672,285.0685729980469,140.940673828125,26.352415084838867,50.197486877441406,139.6722869873047,52.302032470703125,103.01229095458984,248.9829864501953
2023-10-19,173.2678680419922,324.3470153808594,42.07158279418945,137.63150024414062,282.4534912109375,140.56231689453125,26.167842864990234,50.476112365722656,138.88629150390625,52.0527229309082,103.07612609863281,242.90296936035156
2023-10-20,170.72010803222656,319.7948913574219,41.35807800292969,135.41481018066406,283.2653503417969,141.1898193359375,25.71479034423828,50.680423736572266,138.6989288330078,51.401939392089844,101.30682373046875,240.59548950195312
2023-10-23,170.83859252929688,322.3890686035156,42.94497299194336,133.567626953125,282.4818420410156,139.70411682128906,25.87420082092285,50.2253532409668,138.79263305664062,52.13042449951172,99.82022857666016,238.78041076660156
2023-10-24,171.27310180664062,323.5736083984375,43.632484436035156,133.72865295410156,282.4440002441406,139.55645751953125,25.530216217041016,51.674163818359375,140.43206787109375,52.855674743652344,98.85350799560547,240.9333953857422
2023-10-25,168.9623260498047,333.50018310546875,41.74980163574219,132.9992218017578,280.1594543457031,139.87022399902344,25.781906127929688,52.11994552612305,141.0878448486328,52.69702911376953,99.035888671875,236.4825897216797
2023-10-26,164.80494689941406,320.9892578125,40.297821044921875,133.34027099609375,280.3765563964844,137.49859619140625,26.142675399780273,51.80418395996094,140.3384246826172,52.37649154663086,98.13298797607422,234.05923461914062
2023-10-27,166.11830139160156,322.86871337890625,40.471702575683594,128.53750610351562,273.69256591796875,134.36105346679688,25.261741638183594,51.302677154541016,137.86517333984375,52.182228088378906,96.26336669921875,230.3228759765625
2023-10-30,168.1624298095703,330.2109375,41.13223648071289,130.1763153076172,284.001708984375,135.6806640625,25.630891799926758,52.14781188964844,139.83248901367188,52.78120803833008,96.5643310546875,233.79856872558594
2023-10-31,168.63644409179688,330.9940490722656,40.751502990722656,131.72987365722656,286.6262512207031,136.8895263671875,25.6392822265625,52.46358108520508,140.5538787841797,52.9074821472168,96.5369644165039,218.24484252929688
2023-11-01,171.7964630126953,338.7865905761719,42.295433044433594,131.61619567871094,289.9776916503906,137.21255493164062,25.597333908081055,52.417137145996094,140.16038513183594,53.38018798828125,96.34544372558594,223.82525634765625
2023-11-02,175.3515167236328,340.98919677734375,43.4755973815918,133.9654998779297,296.20849609375,138.6428985595703,25.588943481445312,53.02080535888672,141.8748016357422,53.590633392333984,99.51014709472656,230.86354064941406
2023-11-03,174.44297790527344,345.3749084472656,44.97355270385742,135.4622039794922,309.29315185546875,139.65797424316406,26.2265682220459,52.69575500488281,140.59133911132812,53.31218719482422,98.29716491699219,232.43728637695312
2023-11-06,176.99075317382812,349.0264587402344,45.71902847290039,136.4852752685547,305.7906799316406,139.99020385742188,26.15945053100586,52.909358978271484,141.4063720703125,53.383426666259766,96.55522155761719,230.0525360107422
2023-11-07,179.54840087890625,352.9421691894531,45.92288589477539,136.41893005371094,305.8284606933594,139.251953125,26.21817970275879,53.104400634765625,141.07847595214844,53.632728576660156,95.041259765625,226.80856323242188
2023-11-08,180.6050262451172,355.5560302734375,46.54146194458008,137.09153747558594,306.404296875,138.74441528320312,25.857418060302734,53.02080535888672,140.5351104736328,53.19563674926758,93.87387084960938,226.71200561523438
2023-11-09,180.1310272216797,353.098876953125,46.91719055175781,136.68418884277344,302.8357849121094,136.0405731201172,25.236703872680664,52.6214599609375,140.85366821289062,53.07259750366211,93.9012451171875,226.06515502929688
2023-11-10,184.31365966796875,361.889892578125,48.30122756958008,138.7113800048828,307.30120849609375,135.88369750976562,25.0666446685791,52.677188873291016,141.84671020507812,53.80757141113281,94.62173461914062,231.4042205810547
2023-11-13,182.73159790039062,358.96282958984375,48.586029052734375,138.09564208984375,308.62286376953125,136.234375,24.64150047302246,52.872215270996094,142.83038330078125,54.28998565673828,95.61582946777344,233.3254852294922
2023-11-14,185.34205627441406,362.477294921875,49.62130355834961,140.6154327392578,319.7721862792969,136.2620391845703,24.879581451416016,53.03009796142578,142.51185607910156,54.2802734375,95.98397064208984,239.30177307128906
2023-11-15,185.90565490722656,362.6244201660156,48.85383987426758,141.84695434570312,318.7148742675781,137.31405639648438,25.670352935791016,53.13225555419922,141.85606384277344,54.96990203857422,95.4041519165039,242.42022705078125
2023-11-16,187.58665466308594,369.00048828125,49.4454231262207,143.46678161621094,317.8369140625,138.5137176513672,25.313232421875,53.076534271240234,143.177001953125,50.52128982543945,94.29972839355469,239.6396942138672
2023-11-17,187.56686401367188,362.80096435546875,49.26355743408203,144.7645721435547,320.2159423828125,138.2276153564453,25.440778732299805,53.178688049316406,141.52818298339844,50.297882080078125,96.60062408447266,244.33189392089844
2023-11-20,189.30712890625,370.24627685546875,50.37377166748047,145.2097930908203,320.46142578125,139.44619750976562,25.49179458618164,53.308719635009766,140.7787322998047,50.28169631958008,96.17723846435547,241.8023223876953
2023-11-21,188.5062255859375,365.95953369140625,49.909095764160156,144.90664672851562,316.2319641113281,140.5717315673828,25.763883590698242,53.89381408691406,140.16038513183594,50.463008880615234,96.14043426513672,240.79824829101562
2023-11-22,189.16871643066406,370.6484375,48.68195724487305,145.24769592285156,319.69671630859375,140.2926788330078,25.780893325805664,54.256011962890625,141.48135375976562,50.07772445678711,95.72627258300781,237.51564025878906
2023-11-24,187.8437042236328,370.23651123046875,47.74261474609375,145.4466094970703,320.17816162109375,141.8553924560547,25.933944702148438,54.395320892333984,141.81858825683594,50.52775955200195,96.24166870117188,238.81906127929688
2023-11-27,187.6657257080078,371.39398193359375,48.208290100097656,145.1150665283203,318.8186950683594,140.7205352783203,25.627838134765625,54.29316329956055,141.68743896484375,50.757633209228516,95.68026733398438,238.84800720214844
2023-11-28,188.26889038085938,375.40606689453125,47.78758239746094,145.4466094970703,318.7620849609375,141.046142578125,25.245206832885742,54.40460968017578,142.67111206054688,51.363094329833984,95.62503814697266,238.9541778564453
2023-11-29,187.25042724609375,371.62939453125,48.10636520385742,146.18548583984375,323.86383056640625,141.4925994873047,25.57682228088379,54.07954788208008,141.5843963623047,50.53424072265625,94.18927764892578,240.83688354492188
2023-11-30,187.82394409179688,371.6882629394531,46.737327575683594,147.8527069091797,325.0821533203125,143.86463928222656,25.908435821533203,54.706748962402344,143.82342529296875,50.4079704284668,94.55744171142578,242.0630340576172
2023-12-01,189.09951782226562,367.37213134765625,46.73232650756836,148.57266235351562,331.6401062011719,147.3249969482422,24.581979751586914,54.89398193359375,143.0177459716797,49.97087860107422,94.78751373291016,247.8944854736328
2023-12-04,187.30975341796875,362.1044921875,45.47820281982422,149.6620635986328,332.5538635253906,147.79006958007812,24.89658546447754,54.82844924926758,142.45562744140625,49.95792007446289,94.27210235595703,245.95387268066406
2023-12-05,191.25511169433594,365.4200744628906,46.53755569458008,149.64309692382812,325.2820739746094,147.4831085205078,24.735031127929688,54.91270065307617,137.4904022216797,50.4209098815918,92.44061279296875,246.37867736816406
2023-12-06,190.16741943359375,361.7709655761719,45.47520446777344,148.07058715820312,325.4914245605469,145.6878204345703,24.47994041442871,54.85653305053711,137.3873291015625,49.873741149902344,91.21653747558594,247.1317596435547
2023-12-07,192.09561157226562,363.8800048828125,46.56753158569336,148.52529907226562,328.013671875,144.55296325683594,24.343896865844727,54.98759460449219,137.246826171875,49.54551315307617,90.58148193359375,248.5220184326172
2023-12-08,193.51950073242188,367.09747314453125,47.47697830200195,150.1641082763672,333.9244689941406,143.64137268066406,24.471437454223633,54.86589813232422,135.9821014404297,49.02555847167969,91.62149810791016,250.53982543945312
2023-12-11,191.01780700683594,364.2232971191406,46.59851837158203,150.7135467529297,334.8096923828125,144.2366943359375,24.352397918701172,55.268428802490234,136.6097869873047,49.1490478515625,91.68592071533203,251.91082763671875
2023-12-12,192.5307159423828,367.24456787109375,47.62788772583008,152.0586700439453,335.6186828613281,144.24603271484375,24.301382064819336,55.624149322509766,136.72219848632812,49.18804931640625,90.24095916748047,252.40322875976562
2023-12-13,195.74427795410156,367.23480224609375,48.058624267578125,152.57020568847656,345.2510681152344,144.91574096679688,22.6688175201416,56.10157012939453,139.1954345703125,50.062225341796875,91.04166412353516,258.7174072265625
2023-12-14,195.89260864257812,358.95562744140625,48.32046127319336,155.3457794189453,364.99163818359375,145.92039489746094,22.218162536621094,55.268428802490234,135.52304077148438,49.45127487182617,93.48982238769531,275.3235168457031
2023-12-15,195.35865783691406,363.6641845703125,48.86013412475586,156.52044677734375,362.17425537109375,144.32974243164062,22.643310546875,54.85653305053711,134.8672637939453,49.636505126953125,92.86396026611328,275.87384033203125
2023-12-18,193.6974639892578,365.547607421875,50.04640197753906,157.4676971435547,358.2622985839844,144.5902099609375,23.008935928344727,55.24970245361328,136.93768310546875,50.361202239990234,93.55422973632812,275.8448791503906
2023-12-19,194.73570251464844,366.14599609375,49.573692321777344,159.57069396972656,364.0207824707031,145.5389862060547,23.944259643554688,55.07183837890625,136.93768310546875,50.54318618774414,94.78751373291016,282.84454345703125
2023-12-20,192.64932250976562,363.5562744140625,48.081607818603516,157.77084350585938,359.3283386230469,142.57167053222656,23.493602752685547,53.929779052734375,134.82041931152344,49.95173645019531,93.20450592041016,279.70672607421875
2023-12-21,192.50099182128906,366.420654296875,48.9600715637207,158.67074584960938,362.23138427734375,144.03204345703125,24.07180404663086,54.28550338745117,135.14828491210938,50.30595397949219,93.62786102294922,280.0542907714844
2023-12-22,191.43310546875,367.4407958984375,48.8001708984375,158.5760040283203,362.3075256347656,144.60879516601562,24.148326873779297,54.59442138671875,136.10386657714844,50.90715789794922,93.79352569580078,280.3342590332031
2023-12-26,190.88925170898438,367.519287109375,49.2488899230957,159.5138397216797,363.2212219238281,145.2413330078125,24.156829833984375,54.819091796875,136.72219848632812,50.829158782958984,94.00521087646484,285.4223327636719
2023-12-27,190.98812866210938,366.9405822753906,49.386810302734375,160.47059631347656,365.95294189453125,145.4366455078125,24.32689094543457,54.959503173828125,136.83462524414062,51.3068733215332,93.56343841552734,287.8262939453125
2023-12-28,191.413330078125,368.1274719238281,49.49174499511719,161.32318115234375,367.7899475097656,145.65060424804688,24.47994041442871,54.99695587158203,136.5254669189453,51.20613479614258,92.21051788330078,286.629150390625
2023-12-29,190.37506103515625,368.8729553222656,49.49174499511719,161.13372802734375,367.1807556152344,145.79945373535156,24.47994041442871,55.16545867919922,137.28428649902344,51.23213195800781,92.01725006103516,285.46099853515625
2024-01-02,183.5622100830078,363.801513671875,48.13856887817383,163.00930786132812,369.5888671875,148.80398559570312,25.279218673706055,55.99860382080078,139.3453369140625,51.76509094238281,94.20768737792969,282.6031494140625
2024-01-03,182.18775939941406,363.5366516113281,47.53993606567383,162.29885864257812,363.39263916015625,149.73419189453125,25.279218673706055,56.1296501159668,138.502197265625,51.76833724975586,94.99919128417969,274.4835510253906
2024-01-04,179.8739471435547,360.92730712890625,47.96867752075195,163.3759307861328,364.4966735839844,149.41793823242188,24.735031127929688,55.94243240356445,139.26101684570312,51.26787185668945,94.1708755493164,276.2214050292969
2024-01-05,179.15211486816406,360.740966796875,49.0670051574707,164.19561767578125,367.8185119628906,149.88304138183594,25.058141708374023,55.85817337036133,138.10870361328125,50.926666259765625,94.4561767578125,278.95367431640625
2024-01-08,183.4830780029297,367.5487060546875,52.2210807800293,163.9573211669922,370.1218566894531,150.25509643554688,25.151676177978516,56.27007293701172,139.29849243164062,51.427120208740234,92.88238525390625,282.1590270996094
2024-01-09,183.06777954101562,368.6277770996094,53.107540130615234,162.6610565185547,365.2486267089844,150.34811401367188,24.99862289428711,56.16709899902344,139.8699951171875,51.771583557128906,91.73193359375,282.1976623535156
2024-01-10,184.10601806640625,375.4747009277344,54.31679916381836,163.00421142578125,363.55438232421875,150.57135009765625,24.649999618530273,56.35432052612305,140.46954345703125,52.415035247802734,90.82999420166016,283.2210388183594
2024-01-11,183.5127410888672,377.29925537109375,54.78850555419922,162.31796264648438,361.450927734375,149.901611328125,24.148326873779297,55.98923110961914,141.00352478027344,52.35654067993164,90.81156921386719,281.9755554199219
